CHS_EVENT_SMAS_HISTORY_ID,CHS_EVENT_SMAS_SAMPLE_DATE,CHR_PCODE,CHR_RESULT_VALUE,CHR_LAB_QUAL,CHR_VALIDATED_YN,CHR_VALIDATION_DATE,CHR_VALIDATOR_QUAL,CHR_VALIDATOR_QUAL_EXPLN,CHR_METHOD_DETECT_LIMIT,CHR_REPORTING_DETECT_LIMIT,CHR_QUANTITATION_LIMIT,CHR_DETECTION_LIMIT_UNIT,CHR_LAB_VALIDATION_LEVEL,CHR_RESULT_COMMENT,CHS_SAMPLE_SOURCE,CHS_PARENT_SAMPLE_CDE,CHS_SAMPLE_DEL_GRP_EQUIS,CHS_SAMPLER,CHS_SAMPLING_COMPANY_CODE,CHS_COMMENT,CHEM_PARAMETER_NAME,CHEM_PARAMETER_UNIT,CHEM_PARAMETER_UNIT_NOSP,CHEM_PARAMETER_FRACTION,CHEM_PARAMETER_SOURCE,CHEM_PARAMETER_NOTES,high_flow_flag,year
07-OWLI-0.1,7/5/2017,101,0.594,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017186053,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
O7-DUCH-0.3,7/5/2017,101,2.239,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017186047,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
O7-SCKR-0.1,7/5/2017,101,0.382,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017186045,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
07-OWAL_T2-0.1,7/28/2017,101,0.094,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017209002,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
07-OWLI-0.1,7/28/2017,101,1.22,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017209009,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
O7-DUCH-0.3,7/28/2017,101,1.192,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017209003,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
O7-SCKR-0.1,7/28/2017,101,0.372,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017209001,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
07-OWAL_T2-0.1,10/30/2017,101,0.812,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017303007,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2017
07-VENE-0.4,10/30/2017,101,1.75,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017303001,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2017
07-VENE-0.4,10/30/2017,101,1.91,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017303002,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2017
07-VENE-0.4,10/30/2017,101,1.61,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017303003,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2017
O7-DUCH-0.3,10/30/2017,101,1.15,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017303012,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2017
O7-SCKR-0.1,10/30/2017,101,0.65,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017303004,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2017
07-OWAL_T16-0.4,11/15/2017,101,0.991,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017319010,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
07-OWAL_T5-0.2,11/15/2017,101,1.4,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017319013,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
07-OWAL_T9-0.1,11/15/2017,101,2.47,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017319011,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
07-VENE-0.4,11/15/2017,101,1.25,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017319014,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
O7-DUCH-0.3,11/15/2017,101,1.62,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017319009,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
O7-SCKR-0.1,11/15/2017,101,0.341,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017319008,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
07-OWAL_T5-0.2,12/1/2017,101,0.979,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017335006,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
07-OWAL_T9-0.1,12/1/2017,101,2.78,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017335003,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
07-OWLI-0.1,12/1/2017,101,1.57,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017335005,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
07-VENE-0.4,12/1/2017,101,0.96,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017335007,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
O7-DUCH-0.3,12/1/2017,101,1.34,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017335002,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
O7-SCKR-0.1,12/1/2017,101,0.262,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2017335001,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2017
07-OWAL_T2-0.1,5/23/2018,101,0.088,0,Y,10/22/2021,T,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018143005,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2018
07-OWAL_T46-0.1,7/5/2018,101,4.82,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018186018,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWLI-0.1,7/5/2018,101,0.595,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018186016,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-VENE-0.4,7/5/2018,101,0.092,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018186017,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-DUCH-0.3,7/5/2018,101,0.288,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018186015,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWAL_T46-0.1,7/17/2018,101,4.08,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018198090,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWLI-0.1,7/17/2018,101,0.884,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018198091,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWLI-0.1,7/25/2018,101,0.687,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018206077,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2018
07-VENE-0.4,7/25/2018,101,0.014,J,Y,10/22/2021,E,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018206078,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2018
O7-DUCH-0.3,7/25/2018,101,1.07,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018206076,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2018
O7-SCKR-0.1,7/25/2018,101,0.634,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018206079,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2018
07-OWAL_T2-0.1,7/31/2018,101,0.596,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018212100,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWAL_T46-0.1,7/31/2018,101,3.63,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018212097,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWLI-0.1,7/31/2018,101,0.868,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018212096,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-VENE-0.4,7/31/2018,101,3.26,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018212098,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-DUCH-0.3,7/31/2018,101,0.57,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018212095,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-SCKR-0.1,7/31/2018,101,0.135,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018212099,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWAL_T2-0.1,8/14/2018,101,0.295,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018226034,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWAL_T46-0.1,8/14/2018,101,3.48,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018226035,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWLI-0.1,8/14/2018,101,1.01,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018226031,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-VENE-0.4,8/14/2018,101,0.178,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018226032,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-DUCH-0.3,8/14/2018,101,0.295,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018226030,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-SCKR-0.1,8/14/2018,101,0.472,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018226033,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWAL_T2-0.1,8/17/2018,101,0.441,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018229084,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWAL_T2-0.1,8/28/2018,101,0.24,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018240049,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWLI-0.1,8/28/2018,101,0.793,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018240046,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-VENE-0.4,8/28/2018,101,0.042,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018240047,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-SCKR-0.1,8/28/2018,101,0.265,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018240048,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWLI-0.1,9/10/2018,101,0.884,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018254008,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-VENE-0.4,9/10/2018,101,0.058,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018254009,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-DUCH-0.3,9/10/2018,101,0.372,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018254007,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-SCKR-0.1,9/10/2018,101,0.604,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018254010,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWAL_T2-0.1,9/11/2018,101,0.443,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018254082,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWAL_T46-0.1,9/11/2018,101,4.12,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018254083,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWLI-0.1,9/11/2018,101,0.996,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018254079,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-VENE-0.4,9/11/2018,101,1.02,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018254080,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-DUCH-0.3,9/11/2018,101,1.72,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018254078,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-SCKR-0.1,9/11/2018,101,0.317,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018254081,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWAL_T2-0.1,10/9/2018,101,0.277,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018282011,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWAL_T46-0.1,10/9/2018,101,5.07,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018282012,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWLI-0.1,10/9/2018,101,1.27,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018282008,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-VENE-0.4,10/9/2018,101,5,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018282009,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-DUCH-0.3,10/9/2018,101,2.13,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018282007,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-SCKR-0.1,10/9/2018,101,1.19,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018282010,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWAL_T2-0.1,10/23/2018,101,0.198,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018296009,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWAL_T46-0.1,10/23/2018,101,5.99,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018296010,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWLI-0.1,10/23/2018,101,1.28,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018296006,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-VENE-0.4,10/23/2018,101,2.44,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018296007,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-DUCH-0.3,10/23/2018,101,1.68,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018296005,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
O7-SCKR-0.1,10/23/2018,101,0.618,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018296008,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,,2018
07-OWLI-0.1,10/29/2018,101,1.14,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018303008,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2018
07-VENE-0.4,10/29/2018,101,5.08,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018303009,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2018
O7-DUCH-0.3,10/29/2018,101,2.82,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018303007,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2018
O7-SCKR-0.1,10/29/2018,101,1.3,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018303010,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2018
07-OWLI-0.1,11/2/2018,101,1.32,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018306003,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2018
07-VENE-0.4,11/2/2018,101,3.6,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018306004,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2018
O7-DUCH-0.3,11/2/2018,101,2.65,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018306002,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2018
O7-SCKR-0.1,11/2/2018,101,1.53,0,Y,10/22/2021,A,,0.007,NA,0.029,mg/L,,,,,,UFI,UFI,2018306005,"NITROGEN, NITRATE-NITRITE",mg/L,mg/L,TOTAL,LAB,,yes,2018
07-OWAL_T2-0.1,4/5/2017,119,0.0031,0,Y,10/22/2021,T,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017095006,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2017
07-OWAL_T46-0.1,4/5/2017,119,0.0031,0,Y,10/22/2021,T,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017095017,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2017
07-OWAL_T5-0.2,4/5/2017,119,0.0031,0,Y,10/22/2021,T,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017095016,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2017
07-OWLI-0.1,4/5/2017,119,0.0056,0,Y,10/22/2021,T,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017095018,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2017
07-VENE-0.4,4/5/2017,119,0.0049,0,Y,10/22/2021,T,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017095015,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2017
O7-DUCH-0.3,4/5/2017,119,0.0083,0,Y,10/22/2021,T,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017095007,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2017
O7-SCKR-0.1,4/5/2017,119,0.0058,0,Y,10/22/2021,T,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017095005,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2017
07-OWAL_T2-0.1,7/28/2017,119,0.0172,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017209002,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2017
07-OWAL_T46-0.1,7/28/2017,119,0.006,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017209010,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2017
07-OWAL_T5-0.2,7/28/2017,119,0.0028,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017209011,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2017
07-OWLI-0.1,7/28/2017,119,0.0112,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017209009,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2017
07-VENE-0.4,7/28/2017,119,0.0024,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017209012,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2017
O7-DUCH-0.3,7/28/2017,119,0.0046,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017209003,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2017
O7-SCKR-0.1,7/28/2017,119,0.0174,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017209001,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2017
07-VENE-0.4,10/30/2017,119,0.0664,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017303001,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2017
07-VENE-0.4,10/30/2017,119,0.1121,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017303002,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2017
07-VENE-0.4,10/30/2017,119,0.1236,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017303003,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2017
O7-DUCH-0.3,10/30/2017,119,0.1597,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017303012,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2017
O7-SCKR-0.1,10/30/2017,119,0.1118,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2017303004,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2017
07-OWAL_T2-0.1,5/23/2018,119,0.0083,0,Y,10/22/2021,T,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2018143005,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,yes,2018
07-OWAL_T46-0.1,7/5/2018,119,0.0147,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2018186018,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2018
07-OWLI-0.1,7/5/2018,119,0.0084,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2018186016,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2018
07-VENE-0.4,7/5/2018,119,0.015,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2018186017,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2018
O7-DUCH-0.3,7/5/2018,119,0.0015,J,Y,10/22/2021,E,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2018186015,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2018
07-OWAL_T46-0.1,7/17/2018,119,0.0156,0,Y,10/22/2021,A,,0.0003,NA,0.0014,mg/L,,,,,,UFI,UFI,2018198090,"PHOSPHORUS, DISSOLVED ORTHOPHOSPHATE (AS P)",mg/L,mg/L,DISSOLVED,LAB,,,2018
